2000,4,10,2,20,S,0,108.0,0,1,1,0
2001,4,10,2,20,S,0,16.0,1,1,1,1
2002,4,10,2,20,U,0,161.5
2003,4,10,2,20,S,0,17.0,1,1,1,1
2004,4,10,2,20,S,0,137.25,1,0,0,0
2005,4,10,2,20,U,0,142.25
2006,4,10,2,20,S,0,88.0,1,1,1,0
2007,4,10,2,20,U,0,146.0
2008,4,10,2,20,S,0,144.0,0,0,0,0
2009,4,10,2,20,U,0,159.0
2010,8,16,2,32,U,0,4027.25
2011,8,16,2,32,S,0,2644.0,1,1,1,0,1,1,0,0
2012,8,16,2,32,S,0,465.75,0,1,1,1,1,0,1,1
2013,8,16,2,32,S,0,281.0,0,0,1,1,0,1,1,1
2014,8,16,2,32,U,0,3558.0
2015,8,16,2,32,U,0,3510.75
2016,8,16,2,32,S,0,468.0,0,1,1,1,1,0,1,1
2017,8,16,2,32,S,0,390.0,0,1,0,0,0,1,1,1
2018,8,16,2,32,U,0,3471.75
2019,8,16,2,32,U,0,3553.0
kSATu,deepmind,20,11,9,20,20
